DIA,MES,Anio,COD007,NOMBRE,PROV,CANTON,DISTRITO ,APODERADO,CEDULA,TERMINAL
02,10,15,10151139,BAC FLOTA SERVICENTRO G24,SAN JOSE,"FTE DISTRITO 4,BO GUACHIPELIN,","SAN RAFAEL,ESCAZU,SAN JOSE",3101641580 SOCIEDAD ANONIM    ,3101641580,BACF0913
02,10,15,10151147,BAC FLOTA ESTACION DE SERVIC,ALAJUELA,"500 O,DEL EBAIS,M.D,BLANCO,BO","LOS ANGELES,LA FORTUNA,SAN CAR",CORPORACION LOPEZ Y VILLAL    ,3101679593,BACF0099
02,10,15,10151147,BAC FLOTA ESTACION DE SERVIC,ALAJUELA,"500 O,DEL EBAIS,M.D,BLANCO,BO","LOS ANGELES,LA FORTUNA,SAN CAR",CORPORACION LOPEZ Y VILLAL    ,3101679593,BACF0100
02,10,15,10151147,BAC FLOTA ESTACION DE SERVIC,ALAJUELA,"500 O,DEL EBAIS,M.D,BLANCO,BO","LOS ANGELES,LA FORTUNA,SAN CAR",CORPORACION LOPEZ Y VILLAL    ,3101679593,BACF0101
02,10,15,10151155,BAC FLOTA FILL N GO,SAN JOSE,"CONTIG.FLASH CAR GUACHIPELIN,",SAN RAF.ESCAZU SAN JOSE.,INMUEBLES RESIDENCIALES CO    ,3101312080,BACF0091
02,10,15,10151155,BAC FLOTA FILL N GO,SAN JOSE,"CONTIG.FLASH CAR GUACHIPELIN,",SAN RAF.ESCAZU SAN JOSE.,INMUEBLES RESIDENCIALES CO    ,3101312080,BACF0092
02,10,15,10151155,BAC FLOTA FILL N GO,SAN JOSE,"CONTIG.FLASH CAR GUACHIPELIN,",SAN RAF.ESCAZU SAN JOSE.,INMUEBLES RESIDENCIALES CO    ,3101312080,BACF0093
02,10,15,10151155,BAC FLOTA FILL N GO,SAN JOSE,"CONTIG.FLASH CAR GUACHIPELIN,",SAN RAF.ESCAZU SAN JOSE.,INMUEBLES RESIDENCIALES CO    ,3101312080,BACF0094
02,10,15,10151155,BAC FLOTA FILL N GO,SAN JOSE,"CONTIG.FLASH CAR GUACHIPELIN,",SAN RAF.ESCAZU SAN JOSE.,INMUEBLES RESIDENCIALES CO    ,3101312080,BACF0095
02,10,15,10151155,BAC FLOTA FILL N GO,SAN JOSE,"CONTIG.FLASH CAR GUACHIPELIN,",SAN RAF.ESCAZU SAN JOSE.,INMUEBLES RESIDENCIALES CO    ,3101312080,BACF0097
02,10,15,10151155,BAC FLOTA FILL N GO,SAN JOSE,"CONTIG.FLASH CAR GUACHIPELIN,",SAN RAF.ESCAZU SAN JOSE.,INMUEBLES RESIDENCIALES CO    ,3101312080,BACF0096
02,10,15,10151155,BAC FLOTA FILL N GO,SAN JOSE,"CONTIG.FLASH CAR GUACHIPELIN,",SAN RAF.ESCAZU SAN JOSE.,INMUEBLES RESIDENCIALES CO    ,3101312080,BACF0098
02,10,15,10151163,BAC FLOTA SERVICENTRO TANOK,SAN JOSE,"FTE.MIRADOR LA PALMA,PEREZ ZE","LEDON,M.D.SAN JOSE.",TANOK SOCIEDAD ANONIMA        ,3101598110,BACF0009
02,10,15,10151163,BAC FLOTA SERVICENTRO TANOK,SAN JOSE,"FTE.MIRADOR LA PALMA,PEREZ ZE","LEDON,M.D.SAN JOSE.",TANOK SOCIEDAD ANONIMA        ,3101598110,BACF0008
02,10,15,10151163,BAC FLOTA SERVICENTRO TANOK,SAN JOSE,"FTE.MIRADOR LA PALMA,PEREZ ZE","LEDON,M.D.SAN JOSE.",TANOK SOCIEDAD ANONIMA        ,3101598110,BACF0010
02,10,15,10151163,BAC FLOTA SERVICENTRO TANOK,SAN JOSE,"FTE.MIRADOR LA PALMA,PEREZ ZE","LEDON,M.D.SAN JOSE.",TANOK SOCIEDAD ANONIMA        ,3101598110,BACF0102
02,10,15,10151163,BAC FLOTA SERVICENTRO TANOK,SAN JOSE,"FTE.MIRADOR LA PALMA,PEREZ ZE","LEDON,M.D.SAN JOSE.",TANOK SOCIEDAD ANONIMA        ,3101598110,BACF0103
02,10,15,10151163,BAC FLOTA SERVICENTRO TANOK,SAN JOSE,"FTE.MIRADOR LA PALMA,PEREZ ZE","LEDON,M.D.SAN JOSE.",TANOK SOCIEDAD ANONIMA        ,3101598110,BACF0969
16,12,15,10207436,BAC FLOTA SERVICENTRO PITAL,ALAJUELA,"300 N,IGLESIA,M.D,VERDE,BO LAS","VEGAS,PITAL,SAN CARLOS,ALAJUE",ESTACION DE SERVICIO PITAL    ,3101694252,BACF0891
16,12,15,10207436,BAC FLOTA SERVICENTRO PITAL,ALAJUELA,"300 N,IGLESIA,M.D,VERDE,BO LAS","VEGAS,PITAL,SAN CARLOS,ALAJUE",ESTACION DE SERVICIO PITAL    ,3101694252,BACF0988
06,01,16,10219736,BAC FLOTA ESTAC SERV RIO CUART,ALAJUELA,"100E.BCR.M/I,BLANCO,RIO4TO,ALA","RIO CUARTO,GRECIA,ALAJUELA.",ESTACION DE SERVICIO RIO C    ,3101695104,BACF0991
09,03,16,10257700,BAC FLOTA SERVICENTRO JSM,LIMON,"500N.HOTEL SUERRE,CENTRO DEL","DIST.GUAPILES,POCOCI,LIMON.",SERVIEXPO GUAPILES SOCIEDA    ,3101691288,BACF1047
09,03,16,10257700,BAC FLOTA SERVICENTRO JSM,LIMON,"500N.HOTEL SUERRE,CENTRO DEL","DIST.GUAPILES,POCOCI,LIMON.",SERVIEXPO GUAPILES SOCIEDA    ,3101691288,BACF1048
09,03,16,10257700,BAC FLOTA SERVICENTRO JSM,LIMON,"500N.HOTEL SUERRE,CENTRO DEL","DIST.GUAPILES,POCOCI,LIMON.",SERVIEXPO GUAPILES SOCIEDA    ,3101691288,BACF1049
30,03,16,10275954,BAC FLOTA SERVICENTRO M Y S JI,LIMON,CONTIG.ENTRADA A SUERRE DE JI,"MENEZ SOBRE RUTA 32,LOC.M.D.BO",SERVICENTRO M Y S JIMENEZ     ,3101480984,BACF1044
30,03,16,10275954,BAC FLOTA SERVICENTRO M Y S JI,LIMON,CONTIG.ENTRADA A SUERRE DE JI,"MENEZ SOBRE RUTA 32,LOC.M.D.BO",SERVICENTRO M Y S JIMENEZ     ,3101480984,BACF1045
30,03,16,10275954,BAC FLOTA SERVICENTRO M Y S JI,LIMON,CONTIG.ENTRADA A SUERRE DE JI,"MENEZ SOBRE RUTA 32,LOC.M.D.BO",SERVICENTRO M Y S JIMENEZ     ,3101480984,BACF1046
21,04,16,10294924,BAC FLOTA DELTA SANTA RITA,ALAJUELA,"1KMS.CRUCE POZON,CAMINO A JACO","STA.RITA,OROTINA,SANTA RITA,O",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF1367
21,04,16,10294924,BAC FLOTA DELTA SANTA RITA,ALAJUELA,"1KMS.CRUCE POZON,CAMINO A JACO","STA.RITA,OROTINA,SANTA RITA,O",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF1115
21,04,16,10294924,BAC FLOTA DELTA SANTA RITA,ALAJUELA,"1KMS.CRUCE POZON,CAMINO A JACO","STA.RITA,OROTINA,SANTA RITA,O",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF1055
21,04,16,10294924,BAC FLOTA DELTA SANTA RITA,ALAJUELA,"1KMS.CRUCE POZON,CAMINO A JACO","STA.RITA,OROTINA,SANTA RITA,O",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF1067
21,04,16,10294924,BAC FLOTA DELTA SANTA RITA,ALAJUELA,"1KMS.CRUCE POZON,CAMINO A JACO","STA.RITA,OROTINA,SANTA RITA,O",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF1068
08,06,16,10328187,BAC FLOTA SERVICENTRO FLORENCI,ALAJUELA,"200S.DE BCR,MD,VERDE,BO.ALTO","GLORIA,FLORENCIA,SN.CARLOS,ALA",ESTACION DE SERVICIO FLORE    ,3101693900,BACF1075
08,06,16,10328187,BAC FLOTA SERVICENTRO FLORENCI,ALAJUELA,"200S.DE BCR,MD,VERDE,BO.ALTO","GLORIA,FLORENCIA,SN.CARLOS,ALA",ESTACION DE SERVICIO FLORE    ,3101693900,BACF1066
27,09,16,10422043,BAC FLOTA CORPORACION PIPASA,HEREDIA,"H.BELEN,RIVERA,BO.GUAPINOL,800",O.ENTRADA PRINCIPAL INTEL.,CORPORACION PIPASA SRL        ,3102012933,BACF1450
27,09,16,10422043,BAC FLOTA CORPORACION PIPASA,HEREDIA,"H.BELEN,RIVERA,BO.GUAPINOL,800",O.ENTRADA PRINCIPAL INTEL.,CORPORACION PIPASA SRL        ,3102012933,BACF1121
27,09,16,10422043,BAC FLOTA CORPORACION PIPASA,HEREDIA,"H.BELEN,RIVERA,BO.GUAPINOL,800",O.ENTRADA PRINCIPAL INTEL.,CORPORACION PIPASA SRL        ,3102012933,BACF1180
11,10,16,10432952,BAC FLOTA GAS CENTRO STA.CRUZ,GUANACASTE,"100N.BCO,NACIONAL,MI.STA.CRUZ,",GUANACASTE.,SERVICENTRO ESSO SANTA CRU    ,3101015691,BACF1173
11,10,16,10432952,BAC FLOTA GAS CENTRO STA.CRUZ,GUANACASTE,"100N.BCO,NACIONAL,MI.STA.CRUZ,",GUANACASTE.,SERVICENTRO ESSO SANTA CRU    ,3101015691,BACF1174
11,10,16,10432952,BAC FLOTA GAS CENTRO STA.CRUZ,GUANACASTE,"100N.BCO,NACIONAL,MI.STA.CRUZ,",GUANACASTE.,SERVICENTRO ESSO SANTA CRU    ,3101015691,BACF1175
07,12,16,10480612,BAC FLOTA DELTA EL MOLINO,CARTAGO,"100 O,FERRETERIA EL POCHOTE,","BO EL MOLINO,OCCIDENTAL,CARTA",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF1162
07,12,16,10480612,BAC FLOTA DELTA EL MOLINO,CARTAGO,"100 O,FERRETERIA EL POCHOTE,","BO EL MOLINO,OCCIDENTAL,CARTA",PETROLEOS DELTA COSTA RICA    ,3101028782,BACF1163
12,01,17,10504473,BAC FLOTA SERVICENTRO BAGACES,GUANACASTE,"FTE.CLINICA SEGURO SOCIAL,MD,","BLANCO.BO.CTRO DIST.BAGACES,",SERVICENTRO BAGACES SOCIED    ,3101686342,BACF1524
12,01,17,10504473,BAC FLOTA SERVICENTRO BAGACES,GUANACASTE,"FTE.CLINICA SEGURO SOCIAL,MD,","BLANCO.BO.CTRO DIST.BAGACES,",SERVICENTRO BAGACES SOCIED    ,3101686342,BACF1165
12,01,17,10504473,BAC FLOTA SERVICENTRO BAGACES,GUANACASTE,"FTE.CLINICA SEGURO SOCIAL,MD,","BLANCO.BO.CTRO DIST.BAGACES,",SERVICENTRO BAGACES SOCIED    ,3101686342,BACF1166
12,01,17,10504473,BAC FLOTA SERVICENTRO BAGACES,GUANACASTE,"FTE.CLINICA SEGURO SOCIAL,MD,","BLANCO.BO.CTRO DIST.BAGACES,",SERVICENTRO BAGACES SOCIED    ,3101686342,BACF1167
13,02,17,10525586,BAC FLOTA DELTA EL CRUCE,CARTAGO,"SJ.DESAMPARADOS,DESAMPARADOS,",EL CRUCE DE SAN MIGUEL.,PETROLEOS DELTA COSTA RICA    ,3101028782,BACF1282
13,02,17,10525586,BAC FLOTA DELTA EL CRUCE,CARTAGO,"SJ.DESAMPARADOS,DESAMPARADOS,",EL CRUCE DE SAN MIGUEL.,PETROLEOS DELTA COSTA RICA    ,3101028782,BACF1176
13,02,17,10525586,BAC FLOTA DELTA EL CRUCE,CARTAGO,"SJ.DESAMPARADOS,DESAMPARADOS,",EL CRUCE DE SAN MIGUEL.,PETROLEOS DELTA COSTA RICA    ,3101028782,BACF1177
03,05,17,10567106,BAC FLOTA GASOLINERA EL COYOL,ALAJUELA,"A.A.SAN JOSE BO.EL COYOL 100S,","ROTONDA RTVE EL COYOL,MD.GRIS",GRU SOCIEDAD ANONIMA          ,3101692424,BACF1204
03,05,17,10567106,BAC FLOTA GASOLINERA EL COYOL,ALAJUELA,"A.A.SAN JOSE BO.EL COYOL 100S,","ROTONDA RTVE EL COYOL,MD.GRIS",GRU SOCIEDAD ANONIMA          ,3101692424,BACF1205
03,05,17,10567106,BAC FLOTA GASOLINERA EL COYOL,ALAJUELA,"A.A.SAN JOSE BO.EL COYOL 100S,","ROTONDA RTVE EL COYOL,MD.GRIS",GRU SOCIEDAD ANONIMA          ,3101692424,BACF1206
11,05,17,10600758,BAC FLOTA REPUESTOS LA BOMBA,ALAJUELA,"A.A.PALMARES,BO.CTRO.250 O.DE","ESTADIO,CONT.PUENTE.",REPUESTOS LA BOMBA SOCIEDA    ,3101016543,BACF1233
11,05,17,10600758,BAC FLOTA REPUESTOS LA BOMBA,ALAJUELA,"A.A.PALMARES,BO.CTRO.250 O.DE","ESTADIO,CONT.PUENTE.",REPUESTOS LA BOMBA SOCIEDA    ,3101016543,BACF1234
05,07,17,10639352,BAC FLOTA GRUPO GASOTICA,SAN JOSE,"SJ.PEREZ ZELEDON,SN.ISIDRO,BO.","GASOTICA,FTE.SUPER COOPEAGRI,",GRUPO GASOLINERO GASOTICA     ,3101685264,BACF1221
05,07,17,10639352,BAC FLOTA GRUPO GASOTICA,SAN JOSE,"SJ.PEREZ ZELEDON,SN.ISIDRO,BO.","GASOTICA,FTE.SUPER COOPEAGRI,",GRUPO GASOLINERO GASOTICA     ,3101685264,BACF1222
05,07,17,10639352,BAC FLOTA GRUPO GASOTICA,SAN JOSE,"SJ.PEREZ ZELEDON,SN.ISIDRO,BO.","GASOTICA,FTE.SUPER COOPEAGRI,",GRUPO GASOLINERO GASOTICA     ,3101685264,BACF1223
05,07,17,10639352,BAC FLOTA GRUPO GASOTICA,SAN JOSE,"SJ.PEREZ ZELEDON,SN.ISIDRO,BO.","GASOTICA,FTE.SUPER COOPEAGRI,",GRUPO GASOLINERO GASOTICA     ,3101685264,BACF1224
05,07,17,10639352,BAC FLOTA GRUPO GASOTICA,SAN JOSE,"SJ.PEREZ ZELEDON,SN.ISIDRO,BO.","GASOTICA,FTE.SUPER COOPEAGRI,",GRUPO GASOLINERO GASOTICA     ,3101685264,BACF1225
29,06,17,10640830,BAC FLOTA SERVIC.EL HIGUERON,SAN JOSE,"SJ.SAN PEDRO MONTES DE OCA,BO.","LA GRANJA,CONTIG.A MASXMENOS",SERVICENTRO EL HIGUERON SA    ,3101041479,BACF1402
29,06,17,10640830,BAC FLOTA SERVIC.EL HIGUERON,SAN JOSE,"SJ.SAN PEDRO MONTES DE OCA,BO.","LA GRANJA,CONTIG.A MASXMENOS",SERVICENTRO EL HIGUERON SA    ,3101041479,BACF1216
29,06,17,10640830,BAC FLOTA SERVIC.EL HIGUERON,SAN JOSE,"SJ.SAN PEDRO MONTES DE OCA,BO.","LA GRANJA,CONTIG.A MASXMENOS",SERVICENTRO EL HIGUERON SA    ,3101041479,BACF1217
29,06,17,10640830,BAC FLOTA SERVIC.EL HIGUERON,SAN JOSE,"SJ.SAN PEDRO MONTES DE OCA,BO.","LA GRANJA,CONTIG.A MASXMENOS",SERVICENTRO EL HIGUERON SA    ,3101041479,BACF1218
29,06,17,10640830,BAC FLOTA SERVIC.EL HIGUERON,SAN JOSE,"SJ.SAN PEDRO MONTES DE OCA,BO.","LA GRANJA,CONTIG.A MASXMENOS",SERVICENTRO EL HIGUERON SA    ,3101041479,BACF1219
29,06,17,10640830,BAC FLOTA SERVIC.EL HIGUERON,SAN JOSE,"SJ.SAN PEDRO MONTES DE OCA,BO.","LA GRANJA,CONTIG.A MASXMENOS",SERVICENTRO EL HIGUERON SA    ,3101041479,BACF1220
29,06,17,10640830,BAC FLOTA SERVIC.EL HIGUERON,SAN JOSE,"SJ.SAN PEDRO MONTES DE OCA,BO.","LA GRANJA,CONTIG.A MASXMENOS",SERVICENTRO EL HIGUERON SA    ,3101041479,BACF1404
29,06,17,10640830,BAC FLOTA SERVIC.EL HIGUERON,SAN JOSE,"SJ.SAN PEDRO MONTES DE OCA,BO.","LA GRANJA,CONTIG.A MASXMENOS",SERVICENTRO EL HIGUERON SA    ,3101041479,BACF1405
29,06,17,10640830,BAC FLOTA SERVIC.EL HIGUERON,SAN JOSE,"SJ.SAN PEDRO MONTES DE OCA,BO.","LA GRANJA,CONTIG.A MASXMENOS",SERVICENTRO EL HIGUERON SA    ,3101041479,BACF1406
29,06,17,10640830,BAC FLOTA SERVIC.EL HIGUERON,SAN JOSE,"SJ.SAN PEDRO MONTES DE OCA,BO.","LA GRANJA,CONTIG.A MASXMENOS",SERVICENTRO EL HIGUERON SA    ,3101041479,BACF1407
29,06,17,10640830,BAC FLOTA SERVIC.EL HIGUERON,SAN JOSE,"SJ.SAN PEDRO MONTES DE OCA,BO.","LA GRANJA,CONTIG.A MASXMENOS",SERVICENTRO EL HIGUERON SA    ,3101041479,BACF1408
29,06,17,10640830,BAC FLOTA SERVIC.EL HIGUERON,SAN JOSE,"SJ.SAN PEDRO MONTES DE OCA,BO.","LA GRANJA,CONTIG.A MASXMENOS",SERVICENTRO EL HIGUERON SA    ,3101041479,BACF1403
16,08,17,10675464,BAC FLOTA RUTA VEINTIDOS LLORE,HEREDIA,"H.STO.DOMINGO,STA.ROSA,STA.RO","SA VALENCIA,500 O.MEGASUPER,SO",RUTA VEINTIDOS LLORENTE SO    ,3101274246,BACF1231
16,08,17,10675464,BAC FLOTA RUTA VEINTIDOS LLORE,HEREDIA,"H.STO.DOMINGO,STA.ROSA,STA.RO","SA VALENCIA,500 O.MEGASUPER,SO",RUTA VEINTIDOS LLORENTE SO    ,3101274246,BACF1232
16,08,17,10675464,BAC FLOTA RUTA VEINTIDOS LLORE,HEREDIA,"H.STO.DOMINGO,STA.ROSA,STA.RO","SA VALENCIA,500 O.MEGASUPER,SO",RUTA VEINTIDOS LLORENTE SO    ,3101274246,BACF1256
16,08,17,10675464,BAC FLOTA RUTA VEINTIDOS LLORE,HEREDIA,"H.STO.DOMINGO,STA.ROSA,STA.RO","SA VALENCIA,500 O.MEGASUPER,SO",RUTA VEINTIDOS LLORENTE SO    ,3101274246,BACF1257
16,08,17,10675464,BAC FLOTA RUTA VEINTIDOS LLORE,HEREDIA,"H.STO.DOMINGO,STA.ROSA,STA.RO","SA VALENCIA,500 O.MEGASUPER,SO",RUTA VEINTIDOS LLORENTE SO    ,3101274246,BACF1258
16,08,17,10675464,BAC FLOTA RUTA VEINTIDOS LLORE,HEREDIA,"H.STO.DOMINGO,STA.ROSA,STA.RO","SA VALENCIA,500 O.MEGASUPER,SO",RUTA VEINTIDOS LLORENTE SO    ,3101274246,BACF1259
11,10,17,10721423,BAC FLOTA SERVICENTRO AVENIDA,SAN JOSE,SJ.SJ.HOSPITAL.BO.LA CASTELLA,"NA,CALLE 8 Y 10,SOBRE AV.10.",SERVICENTRO AVENIDA DIEZ S    ,3101725547,BACF1478
11,10,17,10721423,BAC FLOTA SERVICENTRO AVENIDA,SAN JOSE,SJ.SJ.HOSPITAL.BO.LA CASTELLA,"NA,CALLE 8 Y 10,SOBRE AV.10.",SERVICENTRO AVENIDA DIEZ S    ,3101725547,BACF1278
11,10,17,10721423,BAC FLOTA SERVICENTRO AVENIDA,SAN JOSE,SJ.SJ.HOSPITAL.BO.LA CASTELLA,"NA,CALLE 8 Y 10,SOBRE AV.10.",SERVICENTRO AVENIDA DIEZ S    ,3101725547,BACF1279
11,10,17,10721423,BAC FLOTA SERVICENTRO AVENIDA,SAN JOSE,SJ.SJ.HOSPITAL.BO.LA CASTELLA,"NA,CALLE 8 Y 10,SOBRE AV.10.",SERVICENTRO AVENIDA DIEZ S    ,3101725547,BACF1280
11,10,17,10721423,BAC FLOTA SERVICENTRO AVENIDA,SAN JOSE,SJ.SJ.HOSPITAL.BO.LA CASTELLA,"NA,CALLE 8 Y 10,SOBRE AV.10.",SERVICENTRO AVENIDA DIEZ S    ,3101725547,BACF1281
13,10,17,10722071,BAC FLOTA SERVICENTRO METROPOL,ALAJUELA,"A.PALMARES PALMARES,BO.CTRO.","DTO.300S,TERMINAL DE BUSES,MD.",TRAGA�OTTOS SOCIEDAD ANONI    ,3101261326,BACF1269
13,10,17,10722071,BAC FLOTA SERVICENTRO METROPOL,ALAJUELA,"A.PALMARES PALMARES,BO.CTRO.","DTO.300S,TERMINAL DE BUSES,MD.",TRAGA�OTTOS SOCIEDAD ANONI    ,3101261326,BACF1270
13,10,17,10722071,BAC FLOTA SERVICENTRO METROPOL,ALAJUELA,"A.PALMARES PALMARES,BO.CTRO.","DTO.300S,TERMINAL DE BUSES,MD.",TRAGA�OTTOS SOCIEDAD ANONI    ,3101261326,BACF1271
13,10,17,10722071,BAC FLOTA SERVICENTRO METROPOL,ALAJUELA,"A.PALMARES PALMARES,BO.CTRO.","DTO.300S,TERMINAL DE BUSES,MD.",TRAGA�OTTOS SOCIEDAD ANONI    ,3101261326,BACF1272
13,10,17,10722071,BAC FLOTA SERVICENTRO METROPOL,ALAJUELA,"A.PALMARES PALMARES,BO.CTRO.","DTO.300S,TERMINAL DE BUSES,MD.",TRAGA�OTTOS SOCIEDAD ANONI    ,3101261326,BACF1273
11,10,17,10725550,BAC FLOTA GASOLINERA BARRIO CU,SAN JOSE,"SJ.SJ.HOSPITAL,CUBA,CALLE 20,A","VE.12,FTE.CLINICA MORENO CANAS",LEMAYSA SOCIEDAD ANONIMA      ,3101030349,BACF1260
11,10,17,10725550,BAC FLOTA GASOLINERA BARRIO CU,SAN JOSE,"SJ.SJ.HOSPITAL,CUBA,CALLE 20,A","VE.12,FTE.CLINICA MORENO CANAS",LEMAYSA SOCIEDAD ANONIMA      ,3101030349,BACF1261
11,10,17,10725550,BAC FLOTA GASOLINERA BARRIO CU,SAN JOSE,"SJ.SJ.HOSPITAL,CUBA,CALLE 20,A","VE.12,FTE.CLINICA MORENO CANAS",LEMAYSA SOCIEDAD ANONIMA      ,3101030349,BACF1262
16,11,17,10746639,ESTACION DE SERVICIO PAVON,ALAJUELA,"A.LOS CHILES,EL AMPARO.BO.EL","PAVON,200S.DE IGLE.CAT.MD.",GEOVANY/ROJAS SANCHEZ         ,203490538,BACF1292
16,11,17,10746639,ESTACION DE SERVICIO PAVON,ALAJUELA,"A.LOS CHILES,EL AMPARO.BO.EL","PAVON,200S.DE IGLE.CAT.MD.",GEOVANY/ROJAS SANCHEZ         ,203490538,BACF1293
16,11,17,10746639,ESTACION DE SERVICIO PAVON,ALAJUELA,"A.LOS CHILES,EL AMPARO.BO.EL","PAVON,200S.DE IGLE.CAT.MD.",GEOVANY/ROJAS SANCHEZ         ,203490538,BACF1294
16,01,18,10786665,BAC FLOTA SERVICENTRO SN JUAN,HEREDIA,"H.STA.BARBARA,SN.JUAN,BO.SN.","JUAN,150 N.ASERRADERO LARA,FTE",SAN JUAN GAS SOCIEDAD ANON    ,3101690458,BACF1326
16,01,18,10786665,BAC FLOTA SERVICENTRO SN JUAN,HEREDIA,"H.STA.BARBARA,SN.JUAN,BO.SN.","JUAN,150 N.ASERRADERO LARA,FTE",SAN JUAN GAS SOCIEDAD ANON    ,3101690458,BACF1327
16,01,18,10786665,BAC FLOTA SERVICENTRO SN JUAN,HEREDIA,"H.STA.BARBARA,SN.JUAN,BO.SN.","JUAN,150 N.ASERRADERO LARA,FTE",SAN JUAN GAS SOCIEDAD ANON    ,3101690458,BACF1328
26,12,17,10790522,BAC FLOTA EST.SERVICIO TIBAS,SAN JOSE,"100S,CRUCE LLORENTE DE TIBAS,",BO.CALLE LLORENTE ANSELMO.TI,ESTACION DE SERVICIO TIBAS    ,3101692440,BACF1299
26,12,17,10790522,BAC FLOTA EST.SERVICIO TIBAS,SAN JOSE,"100S,CRUCE LLORENTE DE TIBAS,",BO.CALLE LLORENTE ANSELMO.TI,ESTACION DE SERVICIO TIBAS    ,3101692440,BACF1300
26,12,17,10790522,BAC FLOTA EST.SERVICIO TIBAS,SAN JOSE,"100S,CRUCE LLORENTE DE TIBAS,",BO.CALLE LLORENTE ANSELMO.TI,ESTACION DE SERVICIO TIBAS    ,3101692440,BACF1301
02,10,15,10814073,BAC FLOTA LA FAVORITA YOSES,SAN JOSE,CONTIG AUTOMERC LOS YOSES.SAN,JOSE.,ESTACION DE SERV. LA FAVORITA ,3101015673,BACF1361
02,10,15,10814073,BAC FLOTA LA FAVORITA YOSES,SAN JOSE,CONTIG AUTOMERC LOS YOSES.SAN,JOSE.,ESTACION DE SERV. LA FAVORITA ,3101015673,BACF1362
02,10,15,10814073,BAC FLOTA LA FAVORITA YOSES,SAN JOSE,CONTIG AUTOMERC LOS YOSES.SAN,JOSE.,ESTACION DE SERV. LA FAVORITA ,3101015673,BACF1363
02,10,15,10814073,BAC FLOTA LA FAVORITA YOSES,SAN JOSE,CONTIG AUTOMERC LOS YOSES.SAN,JOSE.,ESTACION DE SERV. LA FAVORITA ,3101015673,BACF1364
